,trace,full_seq_len,input_x_seq_len,true_y_seq_len,pred_y_seq_len,acc,recall,precision,f1,levenshtein,damerau_levenshtein,local_alignment,global_alignment,emph_start,longest_subsequence,longest_substring,overlap,entropy,input,true_encoded,pred_encoded,true_encoded_with_padding,pred_encoded_with_padding,true_decoded,pred_decoded
1112,1112,11,6,5,5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.88,0.8,0.6,0.8,0.9397940008672037,019 | 019-001 | 019-001-002 | 019-001-002-003 | 019-001-002-003-004 | 019-001-002-003-004-020,001 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 003 -> 004 -> 020,001 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> Request_Payment -> Payment_Handled -> <E>
1113,1113,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1114,1114,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1115,1115,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1116,1116,15,8,7,7,0.8571428571428571,0.8571428571428571,1.0,0.9047619047619048,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.9285714285714286,0.9238095238095239,0.8571428571428572,0.5714285714285714,0.8571428571428571,0.9391194793785607,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003 | 019-001-011-012-002-003-004 | 019-001-011-012-002-003-004-020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECAPPROVED_BUDGET_OWNER -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1117,1117,21,11,10,10,0.7,0.7,1.0,0.7999999999999999,0.7,0.7,0.7,0.85,0.7771428571428571,0.7,0.4,0.7,0.8819079655272877,019 | 019-001 | 019-001-014 | 019-001-014-008 | 019-001-014-008-001 | 019-001-014-008-001-011 | 019-001-014-008-001-011-012 | 019-001-014-008-001-011-012-002 | 019-001-014-008-001-011-012-002-003 | 019-001-014-008-001-011-012-002-003-004 | 019-001-014-008-001-011-012-002-003-004-020,001 -> 014 -> 008 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 003 -> 001 -> 011 -> 002 -> 002 -> 003 -> 004 -> 020,001 -> 014 -> 008 -> 001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 003 -> 001 -> 011 -> 002 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECREJECTED_ADMINISTRATION -> DECREJECTED_EMPLOYEE -> DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECAPPROVED_BUDGET_OWNER -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> Request_Payment -> DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1118,1118,15,8,7,7,0.8571428571428571,0.8571428571428571,1.0,0.9047619047619048,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.9285714285714286,0.9238095238095239,0.8571428571428572,0.5714285714285714,0.8571428571428571,0.9391194793785607,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003 | 019-001-011-012-002-003-004 | 019-001-011-012-002-003-004-020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECAPPROVED_BUDGET_OWNER -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1119,1119,15,8,7,7,0.8571428571428571,0.8571428571428571,1.0,0.9047619047619048,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.9285714285714286,0.9238095238095239,0.8571428571428572,0.5714285714285714,0.8571428571428571,0.9391194793785607,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003 | 019-001-011-012-002-003-004 | 019-001-011-012-002-003-004-020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECAPPROVED_BUDGET_OWNER -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1120,1120,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1121,1121,11,6,5,5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.88,0.8,0.6,0.8,0.9397940008672037,019 | 019-001 | 019-001-002 | 019-001-002-003 | 019-001-002-003-004 | 019-001-002-003-004-020,001 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 003 -> 004 -> 020,001 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> Request_Payment -> Payment_Handled -> <E>
1122,1122,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1123,1123,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1124,1124,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1125,1125,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1126,1126,15,8,7,7,0.8571428571428571,0.8571428571428571,1.0,0.9047619047619048,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.9285714285714286,0.9238095238095239,0.8571428571428572,0.5714285714285714,0.8571428571428571,0.9391194793785607,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003 | 019-001-011-012-002-003-004 | 019-001-011-012-002-003-004-020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECAPPROVED_BUDGET_OWNER -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1127,1127,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1128,1128,13,7,6,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.9,0.8333333333333334,0.6666666666666667,0.8333333333333334,0.953509509058145,019 | 019-001 | 019-001-005 | 019-001-005-002 | 019-001-005-002-003 | 019-001-005-002-003-004 | 019-001-005-002-003-004-020,001 -> 005 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 005 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_PRE_APPROVER -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1129,1129,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1130,1130,11,6,5,5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.88,0.8,0.6,0.8,0.9397940008672037,019 | 019-001 | 019-001-002 | 019-001-002-003 | 019-001-002-003-004 | 019-001-002-003-004-020,001 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 003 -> 004 -> 020,001 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> Request_Payment -> Payment_Handled -> <E>
1131,1131,19,10,9,9,0.7777777777777778,0.7777777777777778,1.0,0.8518518518518517,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.8238095238095238,0.7777777777777778,0.6666666666666667,0.7777777777777778,0.9086638291988122,019 | 019-001 | 019-001-014 | 019-001-014-008 | 019-001-014-008-001 | 019-001-014-008-001-011 | 019-001-014-008-001-011-002 | 019-001-014-008-001-011-002-003 | 019-001-014-008-001-011-002-003-004 | 019-001-014-008-001-011-002-003-004-020,001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 003 -> 001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 014 -> 008 -> 001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 003 -> 001 -> 011 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECREJECTED_ADMINISTRATION -> DECREJECTED_EMPLOYEE -> DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> Request_Payment -> DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1132,1132,11,6,5,5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.88,0.8,0.6,0.8,0.9397940008672037,019 | 019-001 | 019-001-002 | 019-001-002-003 | 019-001-002-003-004 | 019-001-002-003-004-020,001 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 003 -> 004 -> 020,001 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> Request_Payment -> Payment_Handled -> <E>
1133,1133,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1134,1134,15,8,7,8,0.75,0.75,1.0,0.8333333333333333,0.75,0.75,0.7142857142857143,0.8125,0.8952380952380953,0.75,0.5,0.8571428571428571,0.9370764567813786,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003 | 019-001-011-012-002-003-004 | 019-001-011-012-002-003-004-020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 002 -> 003 -> 004 -> 020 -> 020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 002 -> 003 -> 004 -> 020 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECAPPROVED_BUDGET_OWNER -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E> -> <E>
1135,1135,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1136,1136,11,6,5,5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.88,0.8,0.6,0.8,0.9397940008672037,019 | 019-001 | 019-001-002 | 019-001-002-003 | 019-001-002-003-004 | 019-001-002-003-004-020,001 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 003 -> 004 -> 020,001 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> Request_Payment -> Payment_Handled -> <E>
1137,1137,15,8,7,7,0.8571428571428571,0.8571428571428571,1.0,0.9047619047619048,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.9285714285714286,0.9238095238095239,0.8571428571428572,0.5714285714285714,0.8571428571428571,0.9391194793785607,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003 | 019-001-011-012-002-003-004 | 019-001-011-012-002-003-004-020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 012 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECAPPROVED_BUDGET_OWNER -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1138,1138,11,6,5,5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.88,0.8,0.6,0.8,0.9397940008672037,019 | 019-001 | 019-001-002 | 019-001-002-003 | 019-001-002-003-004 | 019-001-002-003-004-020,001 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 003 -> 004 -> 020,001 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> Request_Payment -> Payment_Handled -> <E>
1139,1139,13,7,6,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.9,0.8333333333333334,0.6666666666666667,0.8333333333333334,0.953509509058145,019 | 019-001 | 019-001-005 | 019-001-005-002 | 019-001-005-002-003 | 019-001-005-002-003-004 | 019-001-005-002-003-004-020,001 -> 005 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 005 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_PRE_APPROVER -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1140,1140,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1141,1141,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
1142,1142,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003 | 019-001-011-002-003-004 | 019-001-011-002-003-004-020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,001 -> 011 -> 002 -> 003 -> 004 -> 020,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,DECSUBMITTED_EMPLOYEE -> DECAPPROVED_ADMINISTRATION -> DECFINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>
